"Latitude (decimal degrees):	41.811"
"Longitude (decimal degrees):	12.632"
"Elevation (m):	149"
"Radiation database:	PVGIS-SARAH3"


Slope: 35 deg. 
Azimuth: 0 deg. 
"Nominal power of the PV system (c-Si) (kWp):	1.0"
"System losses (%):	14.0"
time,P,G(i),H_sun,T2m,WS10m,Int
20231018:0210,0.0,0.0,0.0,16.35,1.17,0.0
20231018:0310,0.0,0.0,0.0,16.11,1.24,0.0
20231018:0410,0.0,0.0,0.0,15.66,1.31,0.0
20231018:0510,0.0,0.0,0.0,15.34,1.38,0.0
20231018:0610,22.34,41.51,7.44,15.29,1.38,0.0
20231018:0710,109.45,148.11,17.53,17.12,1.59,0.0
20231018:0810,419.1,522.74,26.41,18.92,1.86,0.0
20231018:0910,197.7,255.51,33.4,20.19,2.0,0.0
20231018:1010,76.26,110.33,37.67,21.04,2.41,0.0
20231018:1110,51.54,79.73,38.51,20.99,2.76,0.0
20231018:1210,58.48,88.08,35.75,20.2,2.97,0.0
20231018:1310,54.91,83.44,29.89,19.59,3.03,0.0
20231018:1410,292.29,365.7,21.78,19.65,3.03,0.0
20231018:1510,76.56,110.99,12.18,20.01,2.9,0.0
20231018:1610,0.0,2.78,1.66,19.51,2.55,0.0
20231018:1710,0.0,0.0,0.0,18.7,2.62,0.0
20231018:1810,0.0,0.0,0.0,18.14,2.76,0.0
20231018:1910,0.0,0.0,0.0,17.98,2.83,0.0
20231018:2010,0.0,0.0,0.0,17.73,3.1,0.0
20231018:2110,0.0,0.0,0.0,17.4,3.17,0.0
20231018:2210,0.0,0.0,0.0,17.29,3.03,0.0
20231018:2310,0.0,0.0,0.0,17.13,3.1,0.0
20231019:0010,0.0,0.0,0.0,17.34,3.38,0.0
20231019:0110,0.0,0.0,0.0,17.53,3.79,0.0
20231019:0210,0.0,0.0,0.0,17.74,3.93,0.0
20231019:0310,0.0,0.0,0.0,17.85,3.93,0.0
20231019:0410,0.0,0.0,0.0,17.98,4.0,0.0
20231019:0510,0.0,0.0,0.0,18.02,4.0,0.0
20231019:0610,57.48,90.18,7.22,18.26,3.86,0.0
20231019:0710,283.01,355.27,17.28,19.35,3.79,0.0
20231019:0810,393.63,487.44,26.12,21.02,4.62,0.0
20231019:0910,598.37,745.63,33.08,22.33,5.59,0.0
20231019:1010,615.53,771.38,37.32,23.42,6.07,0.0
20231019:1110,711.94,901.18,38.15,23.91,6.0,0.0
20231019:1210,684.35,867.31,35.39,24.38,5.66,0.0
20231019:1310,541.96,679.52,29.56,24.4,5.66,0.0
20231019:1410,399.62,500.44,21.47,23.74,5.52,0.0
20231019:1510,222.39,294.12,11.89,22.98,5.38,0.0
20231019:1610,0.0,0.93,1.38,22.08,4.07,0.0
20231019:1710,0.0,0.0,0.0,21.15,3.59,0.0
20231019:1810,0.0,0.0,0.0,20.58,3.45,0.0
20231019:1910,0.0,0.0,0.0,20.13,3.79,0.0
20231019:2010,0.0,0.0,0.0,19.97,3.86,0.0
20231019:2110,0.0,0.0,0.0,19.69,4.07,0.0
20231019:2210,0.0,0.0,0.0,19.56,4.07,0.0
20231019:2310,0.0,0.0,0.0,19.56,4.14,0.0
20231020:0010,0.0,0.0,0.0,19.32,4.14,0.0
20231020:0110,0.0,0.0,0.0,19.15,3.93,0.0
20231020:0210,0.0,0.0,0.0,18.87,3.72,0.0
20231020:0310,0.0,0.0,0.0,18.61,3.24,0.0
20231020:0410,0.0,0.0,0.0,18.49,3.24,0.0
20231020:0510,0.0,0.0,0.0,18.81,3.86,0.0
20231020:0610,7.64,20.4,6.99,19.52,4.62,0.0
20231020:0710,68.71,100.81,17.03,21.13,4.97,0.0
20231020:0810,207.59,266.77,25.84,22.51,5.24,0.0
20231020:0910,287.58,363.97,32.76,23.87,6.0,0.0
20231020:1010,273.5,349.48,36.97,25.26,6.69,0.0
20231020:1110,170.47,226.78,37.78,25.9,6.9,0.0
20231020:1210,281.26,359.72,35.03,26.04,6.76,0.0
20231020:1310,48.33,76.95,29.22,25.44,5.79,0.0
20231020:1410,71.43,105.78,21.16,24.79,4.69,0.0
20231020:1510,40.63,66.79,11.6,23.8,3.59,0.0
20231020:1610,0.0,0.0,0.0,22.89,2.28,0.0
20231020:1710,0.0,0.0,0.0,21.91,1.45,0.0
20231020:1810,0.0,0.0,0.0,21.24,1.24,0.0
20231020:1910,0.0,0.0,0.0,21.51,1.72,0.0
20231020:2010,0.0,0.0,0.0,21.17,1.17,0.0
20231020:2110,0.0,0.0,0.0,20.66,1.59,0.0
20231020:2210,0.0,0.0,0.0,19.08,1.93,0.0
20231020:2310,0.0,0.0,0.0,18.25,2.28,0.0
20231021:0010,0.0,0.0,0.0,17.99,2.07,0.0
20231021:0110,0.0,0.0,0.0,17.78,2.28,0.0
20231021:0210,0.0,0.0,0.0,17.56,2.83,0.0
20231021:0310,0.0,0.0,0.0,17.68,2.9,0.0
20231021:0410,0.0,0.0,0.0,17.54,2.62,0.0
20231021:0510,0.0,0.0,0.0,17.38,2.41,0.0
20231021:0610,10.77,25.03,6.76,17.2,2.34,0.0
20231021:0710,134.81,177.81,16.77,17.27,2.41,0.0
20231021:0810,101.65,138.23,25.56,16.26,2.41,0.0
20231021:0910,126.64,167.77,32.44,16.28,2.48,0.0
20231021:1010,63.12,92.71,36.63,17.29,2.55,0.0
20231021:1110,162.66,212.14,37.42,18.56,2.62,0.0
20231021:1210,452.55,560.71,34.68,18.6,2.9,0.0
20231021:1310,470.43,582.62,28.89,18.61,2.76,0.0
20231021:1410,301.93,376.63,20.85,18.19,2.07,0.0
20231021:1510,172.49,228.6,11.31,18.15,2.21,0.0
20231021:1610,0.0,0.0,0.0,16.75,1.79,0.0
20231021:1710,0.0,0.0,0.0,16.3,1.79,0.0
20231021:1810,0.0,0.0,0.0,16.0,1.72,0.0
20231021:1910,0.0,0.0,0.0,15.52,2.41,0.0
20231021:2010,0.0,0.0,0.0,15.54,2.48,0.0
20231021:2110,0.0,0.0,0.0,15.25,2.34,0.0
20231021:2210,0.0,0.0,0.0,15.25,2.07,0.0
20231021:2310,0.0,0.0,0.0,15.56,1.86,0.0
20231022:0010,0.0,0.0,0.0,15.77,1.59,0.0
20231022:0110,0.0,0.0,0.0,15.79,1.66,0.0
20231022:0210,0.0,0.0,0.0,15.81,1.66,0.0
20231022:0310,0.0,0.0,0.0,15.32,1.59,0.0
20231022:0410,0.0,0.0,0.0,14.95,1.59,0.0
20231022:0510,0.0,0.0,0.0,14.5,1.66,0.0
20231022:0610,96.8,141.53,6.53,14.58,1.66,0.0
20231022:0710,327.54,409.32,16.52,16.19,1.31,0.0
20231022:0810,462.05,576.25,25.28,18.35,1.79,0.0
20231022:0910,500.12,625.66,32.13,19.15,2.28,0.0
20231022:1010,575.43,728.12,36.28,19.7,2.28,0.0
20231022:1110,521.32,659.56,37.07,20.48,2.21,0.0
20231022:1210,631.59,807.84,34.33,20.68,2.28,0.0
20231022:1310,507.04,637.4,28.56,20.37,2.34,0.0
20231022:1410,427.01,534.73,20.55,20.14,2.48,0.0
20231022:1510,141.31,191.62,11.03,19.6,1.86,0.0
20231022:1610,0.0,0.0,0.0,18.86,1.03,0.0
20231022:1710,0.0,0.0,0.0,17.66,0.69,0.0
20231022:1810,0.0,0.0,0.0,17.85,0.48,0.0
20231022:1910,0.0,0.0,0.0,17.63,0.34,0.0
20231022:2010,0.0,0.0,0.0,17.3,0.55,0.0
20231022:2110,0.0,0.0,0.0,15.89,1.03,0.0
20231022:2210,0.0,0.0,0.0,14.4,1.38,0.0
20231022:2310,0.0,0.0,0.0,13.95,1.59,0.0
20231023:0010,0.0,0.0,0.0,13.67,1.72,0.0
20231023:0110,0.0,0.0,0.0,13.38,1.72,0.0
20231023:0210,0.0,0.0,0.0,13.03,1.79,0.0
20231023:0310,0.0,0.0,0.0,12.75,1.86,0.0
20231023:0410,0.0,0.0,0.0,12.53,1.86,0.0
20231023:0510,0.0,0.0,0.0,12.28,1.93,0.0
20231023:0610,67.34,101.92,6.3,12.48,1.93,0.0
20231023:0710,284.52,351.38,16.27,14.06,2.0,0.0
20231023:0810,476.59,589.51,24.99,16.56,1.79,0.0
20231023:0910,583.0,739.32,31.81,19.19,1.79,0.0
20231023:1010,548.95,696.65,35.94,20.84,2.28,0.0
20231023:1110,680.08,879.04,36.71,21.76,2.48,0.0
20231023:1210,657.98,847.26,33.98,22.25,2.62,0.0
20231023:1310,495.84,626.52,28.24,22.38,2.76,0.0
20231023:1410,362.57,457.51,20.25,22.12,2.69,0.0
20231023:1510,176.14,237.02,10.75,21.48,2.28,0.0
20231023:1610,0.0,0.0,0.0,20.31,1.93,0.0
20231023:1710,0.0,0.0,0.0,19.06,1.93,0.0
20231023:1810,0.0,0.0,0.0,18.07,1.93,0.0
20231023:1910,0.0,0.0,0.0,17.46,1.86,0.0
20231023:2010,0.0,0.0,0.0,16.97,1.66,0.0
20231023:2110,0.0,0.0,0.0,16.39,1.72,0.0
20231023:2210,0.0,0.0,0.0,15.81,1.79,0.0
20231023:2310,0.0,0.0,0.0,15.33,1.79,0.0
20231024:0010,0.0,0.0,0.0,14.81,1.79,0.0
20231024:0110,0.0,0.0,0.0,14.48,1.93,0.0
20231024:0210,0.0,0.0,0.0,14.52,1.93,0.0
20231024:0310,0.0,0.0,0.0,14.42,2.07,0.0
20231024:0410,0.0,0.0,0.0,14.55,2.14,0.0
20231024:0510,0.0,0.0,0.0,14.69,2.28,0.0
20231024:0610,40.07,66.48,6.07,15.04,2.41,0.0
20231024:0710,134.16,177.16,16.02,17.7,2.97,0.0
20231024:0810,340.63,423.94,24.71,19.89,2.97,0.0
20231024:0910,510.05,634.07,31.5,21.23,4.34,0.0
20231024:1010,186.69,242.12,35.6,21.68,5.38,0.0
20231024:1110,296.37,371.81,36.36,21.67,5.52,0.0
20231024:1210,125.58,169.64,33.64,21.71,5.59,0.0
20231024:1310,63.59,94.56,27.92,21.17,5.38,0.0
20231024:1410,186.61,240.21,19.96,20.86,4.9,0.0
20231024:1510,11.84,26.89,10.48,20.0,4.83,0.0
20231024:1610,0.0,0.0,0.0,19.87,4.41,0.0
20231024:1710,0.0,0.0,0.0,19.47,4.14,0.0
20231024:1810,0.0,0.0,0.0,18.64,3.79,0.0
20231024:1910,0.0,0.0,0.0,17.99,3.17,0.0
20231024:2010,0.0,0.0,0.0,17.75,3.38,0.0
20231024:2110,0.0,0.0,0.0,17.28,2.69,0.0
20231024:2210,0.0,0.0,0.0,17.14,2.28,0.0
20231024:2310,0.0,0.0,0.0,16.76,2.07,0.0
20231025:0010,0.0,0.0,0.0,16.38,2.14,0.0
20231025:0110,0.0,0.0,0.0,16.13,2.14,0.0
20231025:0210,0.0,0.0,0.0,15.78,2.07,0.0
20231025:0310,0.0,0.0,0.0,15.75,2.07,0.0
20231025:0410,0.0,0.0,0.0,15.73,1.86,0.0
20231025:0510,0.0,0.0,0.0,15.69,1.86,0.0
20231025:0610,12.27,27.43,5.84,15.64,1.79,0.0
20231025:0710,260.86,328.89,15.76,16.52,0.97,0.0
20231025:0810,268.44,336.65,24.43,18.03,1.52,0.0
20231025:0910,215.88,274.38,31.19,18.76,2.76,0.0
20231025:1010,477.98,591.77,35.26,19.02,3.45,0.0
20231025:1110,387.19,479.42,36.01,19.02,3.45,0.0
20231025:1210,603.71,751.76,33.3,19.01,3.59,0.0
20231025:1310,358.26,443.47,27.6,19.0,3.1,0.0
20231025:1410,316.28,394.2,19.66,19.0,2.69,0.0
20231025:1510,122.16,167.35,10.21,18.55,2.14,0.0
20231025:1610,0.0,0.0,0.0,17.93,1.66,0.0
20231025:1710,0.0,0.0,0.0,17.03,1.52,0.0
20231025:1810,0.0,0.0,0.0,16.38,1.52,0.0
20231025:1910,0.0,0.0,0.0,16.22,1.52,0.0
20231025:2010,0.0,0.0,0.0,15.45,1.24,0.0
20231025:2110,0.0,0.0,0.0,15.1,1.38,0.0
20231025:2210,0.0,0.0,0.0,15.38,1.66,0.0
20231025:2310,0.0,0.0,0.0,15.21,1.38,0.0
20231026:0010,0.0,0.0,0.0,14.98,1.17,0.0
20231026:0110,0.0,0.0,0.0,15.37,1.31,0.0
20231026:0210,0.0,0.0,0.0,15.25,1.24,0.0
20231026:0310,0.0,0.0,0.0,15.39,1.17,0.0
20231026:0410,0.0,0.0,0.0,14.79,1.52,0.0
20231026:0510,0.0,0.0,0.0,14.35,1.66,0.0
20231026:0610,62.38,97.1,5.61,14.04,1.72,0.0
20231026:0710,305.2,380.95,15.51,15.47,1.17,0.0
20231026:0810,477.74,595.52,24.15,17.23,1.38,0.0
20231026:0910,425.36,529.09,30.87,18.53,2.07,0.0
20231026:1010,432.69,537.61,34.92,19.46,3.03,0.0
20231026:1110,173.37,225.44,35.67,19.95,3.66,0.0
20231026:1210,38.61,63.04,32.97,19.93,3.86,0.0
20231026:1310,140.75,186.53,27.29,19.9,3.24,0.0
20231026:1410,356.76,444.62,19.38,20.01,3.1,0.0
20231026:1510,41.75,67.33,9.95,19.64,3.1,0.0
20231026:1610,0.0,0.0,0.0,18.66,2.76,0.0
20231026:1710,0.0,0.0,0.0,17.85,2.21,0.0
20231026:1810,0.0,0.0,0.0,17.77,2.41,0.0
20231026:1910,0.0,0.0,0.0,18.17,2.76,0.0
20231026:2010,0.0,0.0,0.0,18.22,3.24,0.0
20231026:2110,0.0,0.0,0.0,18.2,3.79,0.0
20231026:2210,0.0,0.0,0.0,18.23,4.0,0.0
20231026:2310,0.0,0.0,0.0,18.12,3.79,0.0
20231027:0010,0.0,0.0,0.0,18.01,3.86,0.0
20231027:0110,0.0,0.0,0.0,18.11,3.52,0.0
20231027:0210,0.0,0.0,0.0,18.01,3.52,0.0
20231027:0310,0.0,0.0,0.0,18.42,3.79,0.0
20231027:0410,0.0,0.0,0.0,18.45,4.41,0.0
20231027:0510,0.0,0.0,0.0,18.39,4.34,0.0
20231027:0610,1.03,8.34,5.38,17.87,5.1,0.0
20231027:0710,17.77,35.23,15.26,18.62,4.97,0.0
20231027:0810,103.57,141.6,23.87,19.19,5.24,0.0
20231027:0910,106.34,145.56,30.56,19.82,4.97,0.0
20231027:1010,183.78,236.99,34.59,20.18,5.45,0.0
20231027:1110,334.8,414.37,35.33,20.13,5.66,0.0
20231027:1210,83.04,117.74,32.64,20.14,5.66,0.0
20231027:1310,217.63,275.23,26.98,19.97,5.72,0.0
20231027:1410,58.02,87.15,19.09,19.62,5.17,0.0
20231027:1510,97.78,137.4,9.69,19.1,4.07,0.0
20231027:1610,0.0,0.0,0.0,18.29,3.1,0.0
20231027:1710,0.0,0.0,0.0,17.55,2.48,0.0
20231027:1810,0.0,0.0,0.0,16.98,2.28,0.0
20231027:1910,0.0,0.0,0.0,16.99,2.9,0.0
20231027:2010,0.0,0.0,0.0,16.59,2.28,0.0
20231027:2110,0.0,0.0,0.0,16.22,2.21,0.0
20231027:2210,0.0,0.0,0.0,16.42,2.28,0.0
20231027:2310,0.0,0.0,0.0,16.16,2.21,0.0
20231028:0010,0.0,0.0,0.0,15.6,1.86,0.0
20231028:0110,0.0,0.0,0.0,15.4,1.38,0.0
20231028:0210,0.0,0.0,0.0,15.4,1.66,0.0
20231028:0310,0.0,0.0,0.0,15.13,2.0,0.0
20231028:0410,0.0,0.0,0.0,15.12,2.07,0.0
20231028:0510,0.0,0.0,0.0,15.0,1.86,0.0
20231028:0610,57.9,91.91,5.15,14.94,1.66,0.0
20231028:0710,310.1,388.8,15.01,16.38,1.17,0.0
20231028:0810,451.53,562.53,23.59,17.91,1.59,0.0
20231028:0910,281.95,353.2,30.26,18.6,2.14,0.0
20231028:1010,360.95,449.99,34.26,19.19,2.48,0.0
20231028:1110,220.77,281.83,34.99,19.71,2.76,0.0
20231028:1210,344.28,429.14,32.31,19.83,3.03,0.0
20231028:1310,217.04,276.07,26.68,19.7,3.03,0.0
20231028:1410,113.82,154.09,18.82,19.37,2.9,0.0
20231028:1510,40.84,66.04,9.43,18.88,2.48,0.0
20231028:1610,0.0,0.0,0.0,18.05,1.66,0.0
20231028:1710,0.0,0.0,0.0,16.97,1.1,0.0
20231028:1810,0.0,0.0,0.0,16.29,0.97,0.0
20231028:1910,0.0,0.0,0.0,16.2,0.97,0.0
20231028:2010,0.0,0.0,0.0,15.67,1.1,0.0
20231028:2110,0.0,0.0,0.0,15.11,1.31,0.0
20231028:2210,0.0,0.0,0.0,14.47,1.38,0.0
20231028:2310,0.0,0.0,0.0,14.46,1.66,0.0
20231029:0010,0.0,0.0,0.0,14.07,1.72,0.0
20231029:0110,0.0,0.0,0.0,13.76,1.86,0.0
20231029:0210,0.0,0.0,0.0,13.51,2.0,0.0
20231029:0310,0.0,0.0,0.0,13.32,2.07,0.0
20231029:0410,0.0,0.0,0.0,13.49,2.21,0.0
20231029:0510,0.0,0.0,0.0,13.39,2.28,0.0
20231029:0610,61.41,96.22,4.92,13.35,2.28,0.0
20231029:0710,309.83,382.6,14.76,14.41,2.07,0.0
20231029:0810,499.18,615.86,23.31,16.63,2.21,0.0
20231029:0910,620.31,775.28,29.95,18.48,2.97,0.0
20231029:1010,681.71,857.41,33.93,19.63,3.72,0.0
20231029:1110,679.2,852.08,34.65,20.27,4.34,0.0
20231029:1210,665.27,834.38,31.99,20.51,4.21,0.0
20231029:1310,538.47,668.32,26.38,20.59,4.14,0.0
20231029:1410,384.03,477.09,18.54,20.23,3.79,0.0
20231029:1510,148.0,200.5,9.18,19.67,3.17,0.0
20231029:1610,0.0,0.0,0.0,18.63,2.83,0.0
20231029:1710,0.0,0.0,0.0,17.75,2.9,0.0
20231029:1810,0.0,0.0,0.0,17.31,3.1,0.0
20231029:1910,0.0,0.0,0.0,17.06,2.83,0.0
20231029:2010,0.0,0.0,0.0,16.71,2.83,0.0
20231029:2110,0.0,0.0,0.0,16.35,2.76,0.0
20231029:2210,0.0,0.0,0.0,16.03,2.62,0.0
20231029:2310,0.0,0.0,0.0,15.78,2.62,0.0
20231030:0010,0.0,0.0,0.0,15.66,2.76,0.0
20231030:0110,0.0,0.0,0.0,15.79,2.9,0.0
20231030:0210,0.0,0.0,0.0,15.76,2.97,0.0
20231030:0310,0.0,0.0,0.0,15.76,3.1,0.0
20231030:0410,0.0,0.0,0.0,15.96,3.38,0.0
20231030:0510,0.0,0.0,0.0,16.06,3.52,0.0
20231030:0610,6.06,17.62,4.69,16.22,3.59,0.0
20231030:0710,200.13,254.31,14.51,17.17,3.1,0.0
20231030:0810,320.3,397.46,23.03,19.24,3.17,0.0
20231030:0910,378.28,469.43,29.64,20.91,4.28,0.0
20231030:1010,561.76,700.02,33.61,21.95,5.1,0.0
20231030:1110,548.36,683.24,34.32,22.57,5.59,0.0
20231030:1210,508.51,632.03,31.67,22.79,5.79,0.0
20231030:1310,472.32,585.48,26.08,22.64,5.72,0.0
20231030:1410,327.08,409.13,18.27,22.21,5.17,0.0
20231030:1510,29.86,52.22,8.93,21.45,5.59,0.0
20231030:1610,0.0,0.0,0.0,20.5,5.45,0.0
20231030:1710,0.0,0.0,0.0,19.77,5.24,0.0
20231030:1810,0.0,0.0,0.0,19.54,5.24,0.0
20231030:1910,0.0,0.0,0.0,20.66,6.07,0.0
20231030:2010,0.0,0.0,0.0,20.49,6.21,0.0
20231030:2110,0.0,0.0,0.0,20.05,6.0,0.0
20231030:2210,0.0,0.0,0.0,18.17,5.17,0.0
20231030:2310,0.0,0.0,0.0,18.01,4.48,0.0
20231031:0010,0.0,0.0,0.0,17.43,2.83,0.0
20231031:0110,0.0,0.0,0.0,17.23,1.86,0.0
20231031:0210,0.0,0.0,0.0,17.35,1.86,0.0
20231031:0310,0.0,0.0,0.0,17.12,1.52,0.0
20231031:0410,0.0,0.0,0.0,16.83,1.45,0.0
20231031:0510,0.0,0.0,0.0,16.59,2.07,0.0
20231031:0610,0.0,5.56,4.46,16.7,2.41,0.0
20231031:0710,112.43,151.23,14.25,17.44,3.79,0.0
20231031:0810,80.84,114.25,22.76,18.19,4.07,0.0
20231031:0910,224.23,282.1,29.34,18.45,4.48,0.0
20231031:1010,253.84,317.14,33.28,18.67,4.9,0.0
20231031:1110,455.0,558.17,34.0,18.77,4.62,0.0
20231031:1210,446.14,547.75,31.36,18.8,4.28,0.0
20231031:1310,345.66,425.92,25.79,18.74,3.79,0.0
20231031:1410,346.29,428.08,18.01,18.5,3.45,0.0
20231031:1510,121.06,166.09,8.69,17.95,3.03,0.0
20231031:1610,0.0,0.0,0.0,17.04,2.55,0.0
20231031:1710,0.0,0.0,0.0,16.2,2.0,0.0
20231031:1810,0.0,0.0,0.0,15.46,1.52,0.0
20231031:1910,0.0,0.0,0.0,15.61,0.76,0.0
20231031:2010,0.0,0.0,0.0,15.28,0.48,0.0
20231031:2110,0.0,0.0,0.0,15.17,0.21,0.0
20231031:2210,0.0,0.0,0.0,15.15,0.14,0.0
20231031:2310,0.0,0.0,0.0,14.22,0.83,0.0
20231101:0010,0.0,0.0,0.0,13.36,1.31,0.0
20231101:0110,0.0,0.0,0.0,13.61,1.45,0.0
20231101:0210,0.0,0.0,0.0,13.67,1.52,0.0
20231101:0310,0.0,0.0,0.0,13.64,1.45,0.0
20231101:0410,0.0,0.0,0.0,13.51,1.59,0.0
20231101:0510,0.0,0.0,0.0,13.42,1.59,0.0
20231101:0610,9.8,23.72,4.23,13.43,1.59,0.0
20231101:0710,74.26,104.79,14.0,13.9,1.38,0.0
20231101:0810,260.65,324.03,22.48,16.2,1.66,0.0
20231101:0910,373.63,459.65,29.04,17.37,2.76,0.0
20231101:1010,118.22,158.54,32.97,17.45,3.03,0.0
20231101:1110,99.53,136.28,33.67,17.2,2.76,0.0
20231101:1210,149.47,194.41,31.05,16.01,2.0,0.0
20231101:1310,41.08,64.9,25.51,14.54,1.38,0.0
20231101:1410,10.31,24.1,17.75,14.37,1.1,0.0
20231101:1510,4.46,14.83,8.45,14.08,0.9,0.0
20231101:1610,0.0,0.0,0.0,14.06,0.9,0.0
20231101:1710,0.0,0.0,0.0,13.98,0.83,0.0
20231101:1810,0.0,0.0,0.0,13.35,0.69,0.0
20231101:1910,0.0,0.0,0.0,13.03,1.03,0.0
20231101:2010,0.0,0.0,0.0,12.67,0.97,0.0
20231101:2110,0.0,0.0,0.0,12.11,1.1,0.0
20231101:2210,0.0,0.0,0.0,11.39,1.45,0.0
20231101:2310,0.0,0.0,0.0,11.2,1.52,0.0
20231102:0010,0.0,0.0,0.0,10.64,1.52,0.0
20231102:0110,0.0,0.0,0.0,10.92,1.38,0.0
20231102:0210,0.0,0.0,0.0,11.25,1.52,0.0
20231102:0310,0.0,0.0,0.0,11.21,1.79,0.0
20231102:0410,0.0,0.0,0.0,11.9,1.93,0.0
20231102:0510,0.0,0.0,0.0,12.17,2.28,0.0
20231102:0610,2.45,11.13,4.01,12.67,2.34,0.0
20231102:0710,219.21,273.1,13.75,13.24,2.14,0.0
20231102:0810,28.03,48.21,22.21,13.99,2.9,0.0
20231102:0910,102.14,138.14,28.74,15.25,3.24,0.0
20231102:1010,322.16,393.73,32.65,15.65,3.52,0.0
20231102:1110,201.75,254.56,33.36,16.58,4.07,0.0
20231102:1210,124.62,165.25,30.74,17.03,4.62,0.0
20231102:1310,102.5,139.48,25.22,17.51,4.83,0.0
20231102:1410,269.49,333.29,17.49,17.89,5.03,0.0
20231102:1510,58.03,87.79,8.22,17.88,5.59,0.0
20231102:1610,0.0,0.0,0.0,17.31,5.45,0.0
20231102:1710,0.0,0.0,0.0,17.27,5.66,0.0
20231102:1810,0.0,0.0,0.0,17.44,5.79,0.0
20231102:1910,0.0,0.0,0.0,17.27,5.86,0.0
20231102:2010,0.0,0.0,0.0,17.55,6.0,0.0
20231102:2110,0.0,0.0,0.0,18.04,6.14,0.0
20231102:2210,0.0,0.0,0.0,18.37,6.41,0.0
20231102:2310,0.0,0.0,0.0,18.62,7.1,0.0
20231103:0010,0.0,0.0,0.0,18.81,7.72,0.0
20231103:0110,0.0,0.0,0.0,17.87,7.66,0.0
20231103:0210,0.0,0.0,0.0,16.77,8.48,0.0
20231103:0310,0.0,0.0,0.0,16.3,6.76,0.0
20231103:0410,0.0,0.0,0.0,16.19,6.0,0.0
20231103:0510,0.0,0.0,0.0,14.56,6.14,0.0
20231103:0610,7.16,19.24,3.78,13.98,6.21,0.0
20231103:0710,249.99,306.61,13.51,13.84,5.93,0.0
20231103:0810,439.65,522.31,21.94,13.82,5.86,0.0
20231103:0910,624.81,751.7,28.45,14.77,5.24,0.0
20231103:1010,523.66,627.24,32.34,15.34,6.14,0.0
20231103:1110,671.52,811.64,33.04,15.29,5.72,0.0
20231103:1210,253.61,311.53,30.44,15.48,5.45,0.0
20231103:1310,216.74,268.41,24.95,14.35,3.72,0.0
20231103:1410,74.77,105.3,17.24,14.51,3.72,0.0
20231103:1510,43.62,68.14,7.99,12.7,3.66,0.0
20231103:1610,0.0,0.0,0.0,12.24,3.17,0.0
20231103:1710,0.0,0.0,0.0,11.6,2.83,0.0
20231103:1810,0.0,0.0,0.0,11.43,2.48,0.0
20231103:1910,0.0,0.0,0.0,11.91,1.93,0.0
20231103:2010,0.0,0.0,0.0,11.96,2.28,0.0
20231103:2110,0.0,0.0,0.0,12.41,2.41,0.0
20231103:2210,0.0,0.0,0.0,12.43,2.28,0.0
20231103:2310,0.0,0.0,0.0,12.27,1.79,0.0
20231104:0010,0.0,0.0,0.0,11.85,1.52,0.0
20231104:0110,0.0,0.0,0.0,11.6,0.69,0.0
20231104:0210,0.0,0.0,0.0,10.94,0.48,0.0
20231104:0310,0.0,0.0,0.0,10.36,0.76,0.0
20231104:0410,0.0,0.0,0.0,10.07,0.55,0.0
20231104:0510,0.0,0.0,0.0,10.73,0.62,0.0
20231104:0610,6.18,17.49,3.55,10.71,1.03,0.0
20231104:0710,146.12,186.99,13.26,11.12,1.03,0.0
20231104:0810,508.8,624.16,21.66,12.18,0.9,0.0
20231104:0910,630.15,793.21,28.15,13.35,0.76,0.0
20231104:1010,689.86,874.22,32.03,14.45,1.31,0.0
20231104:1110,666.15,838.88,32.73,14.84,1.59,0.0
20231104:1210,202.31,255.1,30.15,15.25,1.86,0.0
20231104:1310,402.74,492.91,24.68,15.4,1.93,0.0
20231104:1410,219.35,273.55,17.0,15.34,2.62,0.0
20231104:1510,76.39,109.82,7.77,14.94,2.48,0.0
20231104:1610,0.0,0.0,0.0,14.51,2.14,0.0
20231104:1710,0.0,0.0,0.0,14.22,2.28,0.0
20231104:1810,0.0,0.0,0.0,14.36,2.55,0.0
20231104:1910,0.0,0.0,0.0,13.68,2.76,0.0
20231104:2010,0.0,0.0,0.0,14.23,3.1,0.0
20231104:2110,0.0,0.0,0.0,14.66,3.52,0.0
20231104:2210,0.0,0.0,0.0,14.62,3.79,0.0
20231104:2310,0.0,0.0,0.0,15.24,4.69,0.0
20231105:0010,0.0,0.0,0.0,15.11,5.24,0.0
20231105:0110,0.0,0.0,0.0,15.54,5.86,0.0
20231105:0210,0.0,0.0,0.0,16.41,6.21,0.0
20231105:0310,0.0,0.0,0.0,16.52,6.83,0.0
20231105:0410,0.0,0.0,0.0,16.64,6.97,0.0
20231105:0510,0.0,0.0,0.0,16.73,6.83,0.0
20231105:0610,0.48,7.0,3.32,16.34,7.03,0.0
20231105:0710,8.4,21.32,13.01,16.0,6.97,0.0
20231105:0810,65.16,94.56,21.4,16.35,5.86,0.0
20231105:0910,27.6,48.21,27.86,17.12,4.76,0.0
20231105:1010,586.24,713.49,31.72,18.22,6.07,0.0
20231105:1110,96.36,132.58,32.43,18.31,6.76,0.0
20231105:1210,543.25,658.99,29.86,18.11,6.14,0.0
20231105:1310,123.75,164.33,24.41,17.88,5.45,0.0
20231105:1410,144.66,188.14,16.76,17.66,4.9,0.0
20231105:1510,15.91,32.45,7.56,17.12,4.21,0.0
